TransactionID,CustomerID,TransactionDate,Amount,TransactionType,Merchant,Balance
14742,9692,07-09-2019 05:00,1084.35,Credit,Walmart,25886.9
14743,8833,07-09-2019 06:00,5241.99,Credit,BestBuy,7041.53
14744,9443,07-09-2019 07:00,5243.09,Credit,BestBuy,16887.98
14745,8953,07-09-2019 08:00,1693.3,Debit,Starbucks,15362.38
14746,7611,07-09-2019 09:00,3434.21,Debit,Walmart,19219.38
14747,5709,07-09-2019 10:00,7894.18,Credit,Walmart,32019.01
14748,6806,07-09-2019 11:00,326.44,Debit,BestBuy,8499.58
14749,6653,07-09-2019 12:00,955.04,Credit,Apple Store,2053.05
14750,6468,07-09-2019 13:00,7008.24,Debit,Target,16314.74
14751,5288,07-09-2019 14:00,5726.94,Credit,Amazon,22230.74
14752,6404,07-09-2019 15:00,5790.29,Credit,Netflix,27250.39
14753,7443,07-09-2019 16:00,4579.59,Credit,Starbucks,19728.94
14754,7045,07-09-2019 17:00,863.56,Debit,Target,5243.35
14755,9382,07-09-2019 18:00,533.78,Credit,Amazon,25855.06
14756,7593,07-09-2019 19:00,3245,Debit,Target,26664.92
14757,9127,07-09-2019 20:00,571.27,Debit,BestBuy,12933.96
14758,8652,07-09-2019 21:00,5654.91,Debit,Uber,33999.52
14759,9647,07-09-2019 22:00,6791.89,Credit,Walmart,6791.89
14760,9033,07-09-2019 23:00,6184.67,Credit,Uber,41674.32
14761,9393,08-09-2019 00:00,7294.73,Credit,Starbucks,23014.05
14762,6939,08-09-2019 01:00,9521,Debit,Netflix,9521
14763,6293,08-09-2019 02:00,9674.63,Debit,Apple Store,22542.74
14764,9938,08-09-2019 03:00,2858.4,Credit,Walmart,8318.04
14765,7747,08-09-2019 04:00,2919.73,Debit,Starbucks,9211.47
14766,8585,08-09-2019 05:00,7435.06,Credit,Starbucks,32783.78
14767,7462,08-09-2019 06:00,9900.14,Debit,BestBuy,38550.51
14768,8510,08-09-2019 07:00,4131.61,Debit,BestBuy,39453.22
14769,6058,08-09-2019 08:00,1857.11,Credit,Uber,17706.96
14770,7074,08-09-2019 09:00,7289.12,Debit,Target,16772.89
14771,9740,08-09-2019 10:00,3856.01,Debit,Apple Store,19198.64
14772,8146,08-09-2019 11:00,804.78,Credit,Starbucks,41726
14773,5946,08-09-2019 12:00,7487.76,Credit,BestBuy,10546.24
14774,5742,08-09-2019 13:00,4084.29,Credit,Starbucks,4084.29
14775,6395,08-09-2019 14:00,5915.5,Debit,Walmart,16748.01
14776,7983,08-09-2019 15:00,6920.63,Credit,BestBuy,13902.49
14777,9441,08-09-2019 16:00,8209.57,Debit,Netflix,14759.89
14778,6367,08-09-2019 17:00,6216.23,Debit,BestBuy,10588.38
14779,7243,08-09-2019 18:00,9359.47,Credit,Starbucks,9359.47
14780,7257,08-09-2019 19:00,4850.5,Credit,Uber,4850.5
14781,6654,08-09-2019 20:00,5305.35,Debit,Uber,12978.66
14782,8021,08-09-2019 21:00,3044.45,Credit,BestBuy,5639.74
14783,8920,08-09-2019 22:00,1323.31,Credit,Amazon,7568.93
14784,9092,08-09-2019 23:00,6287.1,Credit,Target,18487.19
14785,8755,09-09-2019 00:00,2929.45,Credit,Target,11734.68
14786,9008,09-09-2019 01:00,7143.13,Debit,Netflix,24701
14787,7575,09-09-2019 02:00,6208.54,Debit,Walmart,8652.51
14788,7676,09-09-2019 03:00,2816.78,Credit,Target,15268.26
14789,7451,09-09-2019 04:00,5576.19,Debit,Target,15891.09
14790,9285,09-09-2019 05:00,9883.55,Debit,Netflix,21823.67
14791,5106,09-09-2019 06:00,8823.96,Debit,Target,16526.59
14792,9763,09-09-2019 07:00,4170.95,Debit,Amazon,17571.03
14793,6320,09-09-2019 08:00,6875.61,Credit,Target,8126.27
14794,6408,09-09-2019 09:00,1837.1,Debit,Target,3877.38
14795,8459,09-09-2019 10:00,106.42,Credit,Amazon,24548.82
14796,6217,09-09-2019 11:00,8396.1,Debit,Walmart,19948.19
14797,9904,09-09-2019 12:00,4144.48,Credit,BestBuy,17987.94
14798,5062,09-09-2019 13:00,1819.16,Credit,Walmart,12856.71
14799,8895,09-09-2019 14:00,3156.4,Debit,BestBuy,30486.24
14800,7541,09-09-2019 15:00,9226.59,Debit,Amazon,31337.32
14801,7317,09-09-2019 16:00,8924.42,Credit,Uber,23651.86
14802,9020,09-09-2019 17:00,6511.05,Credit,Uber,14256.81
14803,6195,09-09-2019 18:00,925.1,Debit,Amazon,21872.1
14804,6706,09-09-2019 19:00,7181.31,Debit,BestBuy,11136.45
14805,6152,09-09-2019 20:00,8901.88,Credit,Apple Store,17121.01
14806,9981,09-09-2019 21:00,9190.19,Credit,Apple Store,12966.15
14807,7400,09-09-2019 22:00,3866.9,Credit,Uber,3866.9
14808,5639,09-09-2019 23:00,1697.99,Debit,Amazon,16556.34
14809,7195,10-09-2019 00:00,9609.33,Credit,Uber,21589.98
14810,5760,10-09-2019 01:00,8105.32,Credit,BestBuy,19867.64
14811,6243,10-09-2019 02:00,4329.83,Credit,Netflix,7654.57
14812,8158,10-09-2019 03:00,6322.59,Debit,Apple Store,14763.76
14813,7451,10-09-2019 04:00,3978.29,Credit,Uber,19869.38
14814,9212,10-09-2019 05:00,4575.18,Credit,Walmart,17832.71
14815,7549,10-09-2019 06:00,3281.31,Credit,Target,18818.68
14816,8689,10-09-2019 07:00,560.98,Credit,Uber,13061.5
14817,6614,10-09-2019 08:00,9971.16,Credit,Apple Store,32425.07
14818,8972,10-09-2019 09:00,2399.24,Debit,BestBuy,32581.07
14819,6120,10-09-2019 10:00,2904.45,Debit,Target,19681.31
14820,8919,10-09-2019 11:00,3252.84,Credit,Uber,16457.48
14821,5547,10-09-2019 12:00,2446.58,Debit,Walmart,22963.31
14822,6636,10-09-2019 13:00,3261.4,Debit,Walmart,24728.87
14823,9968,10-09-2019 14:00,5668.66,Debit,Target,25880.07
14824,7608,10-09-2019 15:00,795.91,Credit,Netflix,6057.89
14825,6445,10-09-2019 16:00,720.01,Debit,Target,6917.2
14826,8799,10-09-2019 17:00,4623.18,Credit,Starbucks,8056.04
14827,8672,10-09-2019 18:00,6967.76,Credit,BestBuy,19701.19
14828,6348,10-09-2019 19:00,2177.39,Debit,Starbucks,17083.14
14829,9017,10-09-2019 20:00,5204.12,Credit,Amazon,18259.23
14830,9976,10-09-2019 21:00,4407.5,Debit,BestBuy,30177.27
14831,6492,10-09-2019 22:00,4525.14,Debit,Uber,21446.46
14832,8498,10-09-2019 23:00,7017.45,Debit,Apple Store,8123.74
14833,9421,11-09-2019 00:00,5973.31,Credit,Apple Store,25912.91
14834,7056,11-09-2019 01:00,4698.62,Credit,Target,19097.54
14835,8052,11-09-2019 02:00,2707.2,Credit,BestBuy,34990.97
14836,5704,11-09-2019 03:00,5854.69,Credit,Netflix,35562.2
14837,7333,11-09-2019 04:00,1378.13,Debit,Uber,4934.27
14838,7463,11-09-2019 05:00,4162.09,Credit,Netflix,7991.44
14839,9819,11-09-2019 06:00,1351.73,Credit,Amazon,14711.94
14840,5950,11-09-2019 07:00,3184.84,Credit,Apple Store,23799.7
14841,6825,11-09-2019 08:00,6369.32,Credit,BestBuy,13798.31
14842,9079,11-09-2019 09:00,7868.82,Credit,Target,12547.87
14843,7387,11-09-2019 10:00,2359.78,Debit,Walmart,12130.5
14844,9974,11-09-2019 11:00,6420.08,Debit,Walmart,27386.24
14845,5185,11-09-2019 12:00,2737.28,Debit,Amazon,11218.62
14846,6254,11-09-2019 13:00,4157.74,Credit,Netflix,18401.12
14847,8608,11-09-2019 14:00,9143.87,Debit,Target,18596.94
14848,5881,11-09-2019 15:00,1015.85,Credit,Walmart,19385.85
14849,5775,11-09-2019 16:00,9839.42,Debit,Uber,18991.74
14850,9897,11-09-2019 17:00,6425.83,Credit,Target,23635.71
14851,8947,11-09-2019 18:00,6091.46,Debit,Uber,15293.97
14852,9757,11-09-2019 19:00,2148.9,Credit,BestBuy,9915.62
14853,9285,11-09-2019 20:00,1949.9,Credit,Amazon,23773.57
14854,6607,11-09-2019 21:00,9229.47,Credit,Uber,19690.07
14855,5352,11-09-2019 22:00,1606.88,Credit,Walmart,18662.68
14856,7086,11-09-2019 23:00,1721.27,Credit,Starbucks,1721.27
14857,6096,12-09-2019 00:00,7004.54,Credit,BestBuy,7004.54
14858,9117,12-09-2019 01:00,7045.67,Debit,Starbucks,7045.67
14859,5712,12-09-2019 02:00,3986.82,Credit,Starbucks,6839.61
14860,5030,12-09-2019 03:00,9075.85,Credit,Uber,22263.65
14861,8361,12-09-2019 04:00,9192.66,Credit,Walmart,14539.36
14862,7883,12-09-2019 05:00,8414.54,Debit,Netflix,37159.1
14863,8949,12-09-2019 06:00,165.52,Credit,Apple Store,4068.12
14864,8149,12-09-2019 07:00,3024.8,Debit,Uber,3024.8
14865,8514,12-09-2019 08:00,2907.01,Credit,Walmart,2907.01
14866,6460,12-09-2019 09:00,660.75,Debit,Netflix,27820.12
14867,7018,12-09-2019 10:00,8931.36,Debit,Amazon,15488.97
14868,7773,12-09-2019 11:00,9926.02,Credit,Uber,33705.74
14869,9149,12-09-2019 12:00,1437.85,Debit,BestBuy,1437.85
14870,9466,12-09-2019 13:00,2856.31,Debit,Starbucks,16655.35
14871,8653,12-09-2019 14:00,272.01,Debit,Amazon,10966.87
14872,5096,12-09-2019 15:00,1158.84,Credit,Apple Store,10741.06
14873,5884,12-09-2019 16:00,4997.91,Debit,Target,8861.93
14874,5529,12-09-2019 17:00,3682.31,Debit,Amazon,37672.28
14875,8719,12-09-2019 18:00,4240.2,Credit,Target,5524.5
14876,8718,12-09-2019 19:00,6663.28,Debit,Walmart,18122.67
14877,9745,12-09-2019 20:00,981.37,Credit,Netflix,981.37
14878,8667,12-09-2019 21:00,8478.39,Credit,Apple Store,34093.05
14879,9338,12-09-2019 22:00,8656.66,Credit,Starbucks,15206.52
14880,5412,12-09-2019 23:00,1633.95,Debit,Uber,5326.64
14881,7269,13-09-2019 00:00,6350.11,Debit,Starbucks,14539.43
14882,6054,13-09-2019 01:00,6905.13,Debit,Starbucks,16427.43
14883,6888,13-09-2019 02:00,1741.98,Credit,Amazon,15982.35
14884,8703,13-09-2019 03:00,3751,Debit,Netflix,13058.04
14885,5871,13-09-2019 04:00,6924.21,Debit,BestBuy,24246.58
14886,8139,13-09-2019 05:00,6732.16,Debit,Amazon,16105.61
14887,7832,13-09-2019 06:00,8387.6,Credit,Netflix,15461.94
14888,6505,13-09-2019 07:00,1329.55,Credit,Walmart,21208.04
14889,5095,13-09-2019 08:00,3231.95,Credit,Uber,30352.18
14890,5224,13-09-2019 09:00,7529.72,Credit,BestBuy,36170.68
14891,6572,13-09-2019 10:00,2491.18,Debit,Starbucks,19615.58
14892,9830,13-09-2019 11:00,5373.22,Debit,Netflix,10157.68
14893,8417,13-09-2019 12:00,1377.1,Debit,Uber,14224.91
14894,9318,13-09-2019 13:00,1574.58,Credit,Uber,13322.03
14895,6701,13-09-2019 14:00,2563.44,Debit,BestBuy,2563.44
14896,8819,13-09-2019 15:00,2943.23,Credit,Uber,16037.57
14897,5137,13-09-2019 16:00,422.61,Debit,Walmart,19338.75
14898,7375,13-09-2019 17:00,8559.24,Credit,BestBuy,16154.51
14899,7925,13-09-2019 18:00,444.05,Debit,Apple Store,17632.14
14900,9690,13-09-2019 19:00,7629.07,Credit,Target,34810.8
14901,9635,13-09-2019 20:00,2873.4,Debit,Walmart,21972.78
14902,8780,13-09-2019 21:00,3987.18,Credit,Starbucks,29937.98
14903,7681,13-09-2019 22:00,5781.77,Credit,Amazon,24845.65
14904,9435,13-09-2019 23:00,2251.16,Debit,Walmart,16130.92
14905,6537,14-09-2019 00:00,771.88,Credit,Netflix,10717.33
14906,8337,14-09-2019 01:00,9571.34,Credit,Netflix,12976.76
14907,5865,14-09-2019 02:00,8283.53,Debit,Target,18528.93
14908,5397,14-09-2019 03:00,7594.96,Debit,Apple Store,9876.93
14909,9809,14-09-2019 04:00,5347.32,Credit,Walmart,34560.71
14910,7405,14-09-2019 05:00,6378.24,Debit,Walmart,11419.12
14911,7847,14-09-2019 06:00,8644.3,Credit,Uber,13291.57
14912,5180,14-09-2019 07:00,3891.79,Debit,Walmart,6711.85
14913,6159,14-09-2019 08:00,1050.33,Credit,Target,11373.07
14914,5202,14-09-2019 09:00,8410.41,Debit,Apple Store,22275.64
14915,9879,14-09-2019 10:00,632.11,Debit,Apple Store,48850.59
14916,6879,14-09-2019 11:00,9186.14,Credit,Starbucks,25578.33
14917,7180,14-09-2019 12:00,7220.69,Debit,Netflix,36218.31
14918,6120,14-09-2019 13:00,4457.09,Credit,Uber,24138.4
14919,8958,14-09-2019 14:00,6155.52,Credit,Walmart,24258.4
14920,5093,14-09-2019 15:00,5352.68,Debit,Netflix,16313.39
14921,6039,14-09-2019 16:00,4018.65,Debit,BestBuy,13238.93
14922,5473,14-09-2019 17:00,1289.86,Credit,Starbucks,16586.83
14923,5210,14-09-2019 18:00,8084.33,Credit,Netflix,15431.45
14924,7490,14-09-2019 19:00,5879.54,Credit,Netflix,22899.87
14925,5098,14-09-2019 20:00,7026.84,Credit,Target,18656.33
14926,9115,14-09-2019 21:00,2088.19,Credit,Netflix,12457.06
14927,5020,14-09-2019 22:00,2017,Debit,BestBuy,10248.82
14928,5560,14-09-2019 23:00,8390.71,Credit,Apple Store,17929.84
14929,8343,15-09-2019 00:00,5475.79,Credit,Uber,5475.79
14930,5107,15-09-2019 01:00,4531.31,Credit,Target,29153.73
14931,9931,15-09-2019 02:00,937.18,Debit,BestBuy,17034
14932,7071,15-09-2019 03:00,4264.76,Credit,Target,6633.68
14933,7823,15-09-2019 04:00,7037.27,Credit,Walmart,17864.44
14934,6771,15-09-2019 05:00,1040.82,Debit,BestBuy,13455.85
14935,7500,15-09-2019 06:00,296.63,Debit,Netflix,18006.18
14936,6642,15-09-2019 07:00,5533.92,Debit,Amazon,22515.96
14937,7162,15-09-2019 08:00,3164.94,Debit,Target,11195.03
14938,5951,15-09-2019 09:00,9060.33,Credit,Uber,14699.76
14939,7667,15-09-2019 10:00,5927.65,Debit,Apple Store,19931.27
14940,6608,15-09-2019 11:00,3007.99,Credit,Walmart,20474.84
14941,8733,15-09-2019 12:00,3142.52,Debit,Walmart,11420.68
14942,9873,15-09-2019 13:00,1295.12,Debit,Netflix,18136.51
14943,7643,15-09-2019 14:00,4379.18,Debit,Walmart,9614.98
14944,8173,15-09-2019 15:00,688.96,Credit,Starbucks,26969.71
14945,9361,15-09-2019 16:00,4409.32,Debit,Target,11031.26
14946,9178,15-09-2019 17:00,1209.51,Credit,Apple Store,7345.03
14947,9341,15-09-2019 18:00,6773.36,Debit,Walmart,6773.36
14948,5810,15-09-2019 19:00,6512.6,Debit,Target,20456.7
14949,6010,15-09-2019 20:00,8384.22,Credit,Netflix,8384.22
14950,9766,15-09-2019 21:00,9224.46,Credit,Target,28308.74
14951,6850,15-09-2019 22:00,6540.74,Credit,Walmart,8353.12
14952,6141,15-09-2019 23:00,1547.08,Credit,BestBuy,4643.31
14953,9723,16-09-2019 00:00,5085.2,Credit,Amazon,21477.82
14954,5706,16-09-2019 01:00,9412.14,Credit,Starbucks,20705.97
14955,9030,16-09-2019 02:00,1996.76,Debit,BestBuy,17906.11
14956,9076,16-09-2019 03:00,3896.42,Debit,Walmart,19228.35
14957,8908,16-09-2019 04:00,7481.81,Credit,Amazon,24300.3
14958,9294,16-09-2019 05:00,7634.01,Credit,Apple Store,47885.57
14959,5766,16-09-2019 06:00,9494.23,Credit,BestBuy,48684.74
14960,6100,16-09-2019 07:00,2475.44,Debit,Uber,17823.18
14961,6470,16-09-2019 08:00,8583.71,Credit,Amazon,21134.48
14962,8497,16-09-2019 09:00,529.82,Credit,Starbucks,17752.91
14963,6694,16-09-2019 10:00,1462.25,Debit,Target,17488.16
14964,7225,16-09-2019 11:00,9430.67,Debit,BestBuy,19263.43
14965,6472,16-09-2019 12:00,8808.13,Credit,Walmart,21468.84
14966,6189,16-09-2019 13:00,614.05,Debit,BestBuy,29401.99
14967,6888,16-09-2019 14:00,680.94,Debit,Starbucks,16663.29
14968,9393,16-09-2019 15:00,3522.44,Debit,Netflix,26536.49
14969,9475,16-09-2019 16:00,4002.79,Credit,Amazon,11852.55
14970,5166,16-09-2019 17:00,4680.96,Debit,Starbucks,32651.47
14971,8625,16-09-2019 18:00,5487.2,Debit,Starbucks,7592.66
14972,7409,16-09-2019 19:00,1310.65,Debit,BestBuy,13456.42
14973,9936,16-09-2019 20:00,9864.22,Credit,Uber,32521.98
14974,8525,16-09-2019 21:00,9578.61,Credit,Netflix,21555.06
14975,9599,16-09-2019 22:00,4091.42,Debit,Target,17866.74
14976,7806,16-09-2019 23:00,4879.87,Credit,Target,18933.92
14977,9552,17-09-2019 00:00,3634.67,Debit,Amazon,4860.83
14978,5858,17-09-2019 01:00,6508.55,Debit,Target,16556.39
14979,5924,17-09-2019 02:00,6994.56,Debit,Amazon,18931.34
14980,9803,17-09-2019 03:00,5356.2,Credit,Uber,5703.29
14981,6688,17-09-2019 04:00,9243.39,Debit,BestBuy,18820.6
14982,6807,17-09-2019 05:00,3470.15,Debit,Target,11150.7
14983,7232,17-09-2019 06:00,2604.28,Credit,Starbucks,24481.08
14984,5417,17-09-2019 07:00,6558.46,Debit,Amazon,30531.79
14985,5714,17-09-2019 08:00,1629.99,Credit,Amazon,17491.85
14986,7824,17-09-2019 09:00,5774.44,Debit,Amazon,25420.35
14987,9890,17-09-2019 10:00,3236.23,Credit,Uber,4265.55
14988,5122,17-09-2019 11:00,1377.46,Credit,Amazon,29383.45
14989,8308,17-09-2019 12:00,3168.05,Credit,Walmart,15099.74
14990,8515,17-09-2019 13:00,2029.4,Credit,Amazon,23827.56
14991,6450,17-09-2019 14:00,6296.78,Credit,Apple Store,6296.78
14992,5060,17-09-2019 15:00,521.88,Credit,Amazon,27530.31
14993,7959,17-09-2019 16:00,8184.27,Credit,Target,16729.72
14994,9187,17-09-2019 17:00,5844.5,Debit,Starbucks,24312.76
14995,5897,17-09-2019 18:00,8571.43,Credit,Netflix,15669.94
14996,9329,17-09-2019 19:00,1606.93,Debit,Uber,24962.69
14997,5969,17-09-2019 20:00,4724.91,Credit,Uber,20763.54
14998,7578,17-09-2019 21:00,6681.08,Credit,Target,16132.38
14999,5787,17-09-2019 22:00,1462.55,Credit,Apple Store,7914.72
15000,6019,17-09-2019 23:00,144.4,Credit,Uber,10944.33
15001,6653,18-09-2019 00:00,9430.42,Credit,Netflix,11483.47
15002,6260,18-09-2019 01:00,7808.6,Debit,BestBuy,17419.22
15003,8762,18-09-2019 02:00,7823.17,Debit,Netflix,24434.86
15004,8362,18-09-2019 03:00,9205.62,Debit,Walmart,25886.61
15005,7671,18-09-2019 04:00,5783.33,Credit,Target,24447.45
15006,7289,18-09-2019 05:00,6417.38,Credit,Starbucks,15212.44
15007,9387,18-09-2019 06:00,2093.77,Debit,Starbucks,2093.77
15008,7484,18-09-2019 07:00,4706.47,Credit,Starbucks,4963.15
15009,5759,18-09-2019 08:00,1580.14,Credit,Apple Store,15318.22
15010,8125,18-09-2019 09:00,993.01,Debit,Amazon,25987.74
15011,9145,18-09-2019 10:00,2556.99,Debit,Walmart,38064.75
15012,7841,18-09-2019 11:00,4597.84,Credit,Apple Store,4597.84
15013,7846,18-09-2019 12:00,6384.26,Credit,Netflix,19624.49
15014,8584,18-09-2019 13:00,5045.75,Debit,Apple Store,22836.93
15015,7006,18-09-2019 14:00,8945.08,Debit,Apple Store,17267.71
15016,8248,18-09-2019 15:00,3271.77,Debit,Uber,13753.52
15017,7706,18-09-2019 16:00,8468.89,Credit,Netflix,13922.7
15018,7872,18-09-2019 17:00,4360.02,Debit,BestBuy,20358.16
15019,7237,18-09-2019 18:00,1384.59,Credit,Starbucks,2160.51
15020,6483,18-09-2019 19:00,8659.07,Debit,Target,27906.35
15021,9870,18-09-2019 20:00,4895.63,Credit,Walmart,9768.95
15022,6011,18-09-2019 21:00,1404.6,Credit,Walmart,19886.31
15023,5296,18-09-2019 22:00,1885.65,Credit,Uber,7763.5
15024,6775,18-09-2019 23:00,726.44,Credit,Starbucks,7423.87
15025,5010,19-09-2019 00:00,6444,Debit,Walmart,21257.88
15026,8248,19-09-2019 01:00,3634.68,Credit,Netflix,17388.2
15027,9907,19-09-2019 02:00,9664.35,Credit,Netflix,15694.77
15028,8213,19-09-2019 03:00,5386.66,Debit,Target,13023.05
15029,7566,19-09-2019 04:00,2458.25,Debit,Amazon,18023.55
15030,9539,19-09-2019 05:00,5891.06,Credit,Uber,6320.75
15031,8607,19-09-2019 06:00,9767.2,Credit,Walmart,17802.34
15032,5899,19-09-2019 07:00,236.2,Credit,Starbucks,10253.22
15033,8005,19-09-2019 08:00,1702.53,Credit,Starbucks,9906.38
15034,6030,19-09-2019 09:00,9281.91,Debit,Apple Store,27220.07
15035,9533,19-09-2019 10:00,250.45,Debit,Walmart,16769.21
15036,6480,19-09-2019 11:00,9633.66,Debit,Amazon,9633.66
15037,6761,19-09-2019 12:00,6280.11,Credit,Target,13080.77
15038,9958,19-09-2019 13:00,2320.57,Debit,Starbucks,28728.45
15039,5614,19-09-2019 14:00,901.4,Credit,Walmart,8089.89
15040,9198,19-09-2019 15:00,1045.81,Credit,Starbucks,8884.98
15041,9755,19-09-2019 16:00,8378.33,Debit,Starbucks,17477.41
15042,6209,19-09-2019 17:00,8215.19,Debit,Target,22222.92
15043,9783,19-09-2019 18:00,8339.48,Credit,Netflix,36746.87
15044,8993,19-09-2019 19:00,9606.65,Credit,BestBuy,30966.85
15045,6951,19-09-2019 20:00,3908.97,Debit,Starbucks,30556.23
15046,5295,19-09-2019 21:00,9158.81,Debit,Walmart,16881.73
15047,5521,19-09-2019 22:00,1619.24,Credit,Uber,11856.15
15048,5685,19-09-2019 23:00,9392.3,Debit,BestBuy,24809.23
15049,8615,20-09-2019 00:00,2440.3,Debit,Starbucks,29987.4
15050,6620,20-09-2019 01:00,4083.02,Credit,Walmart,19736.24
15051,9009,20-09-2019 02:00,5155.98,Credit,Netflix,6763.55
15052,5504,20-09-2019 03:00,8032.8,Credit,BestBuy,11363.54
15053,8464,20-09-2019 04:00,3895.89,Debit,Walmart,27459.87
15054,9743,20-09-2019 05:00,3418.89,Debit,Starbucks,21241.26
15055,5627,20-09-2019 06:00,9827.88,Debit,Starbucks,24716.7
15056,5950,20-09-2019 07:00,750.45,Credit,Starbucks,24550.15
15057,7802,20-09-2019 08:00,260.76,Debit,Starbucks,15341.84
15058,6773,20-09-2019 09:00,571.64,Credit,BestBuy,13175.21
15059,5810,20-09-2019 10:00,9142.34,Debit,Walmart,29599.04
15060,6866,20-09-2019 11:00,2331.67,Debit,Walmart,7136.76
15061,5055,20-09-2019 12:00,441.74,Debit,Amazon,11269.38
15062,9259,20-09-2019 13:00,7288.99,Debit,Target,18867.86
15063,8870,20-09-2019 14:00,6406.11,Debit,BestBuy,40579.79
15064,7536,20-09-2019 15:00,7918.51,Credit,Walmart,19808.59
15065,7055,20-09-2019 16:00,5239.59,Credit,Uber,17965.77
15066,5146,20-09-2019 17:00,1775.59,Debit,BestBuy,20526.26
15067,7113,20-09-2019 18:00,2909.58,Debit,Netflix,20048.88
15068,7186,20-09-2019 19:00,616.66,Debit,Uber,8257.48
15069,9290,20-09-2019 20:00,7039.99,Credit,Walmart,22147.62
15070,7336,20-09-2019 21:00,6478.45,Debit,Starbucks,16376.38
15071,5457,20-09-2019 22:00,6807.77,Debit,Walmart,18151.99
15072,9524,20-09-2019 23:00,9776.53,Debit,BestBuy,20119.29
15073,5194,21-09-2019 00:00,606.76,Credit,Starbucks,16587.77
15074,5294,21-09-2019 01:00,655.45,Credit,BestBuy,15431.33
15075,8492,21-09-2019 02:00,7385.19,Debit,Uber,26184.07
15076,7097,21-09-2019 03:00,9727.75,Debit,Uber,11963.58
15077,9915,21-09-2019 04:00,5429.45,Credit,Amazon,17796.05
15078,5157,21-09-2019 05:00,8127.88,Credit,Starbucks,24349.44
15079,9216,21-09-2019 06:00,6095.83,Debit,Uber,33302.22
15080,7625,21-09-2019 07:00,9324.29,Credit,BestBuy,14411.08
15081,5100,21-09-2019 08:00,2000.21,Credit,Apple Store,10090.7
15082,6318,21-09-2019 09:00,3624.24,Credit,Uber,3624.24
15083,7843,21-09-2019 10:00,6129.45,Debit,Walmart,25715.07
15084,5870,21-09-2019 11:00,1990.2,Credit,Netflix,12439.63
15085,9337,21-09-2019 12:00,8342.3,Credit,Target,22781.09
15086,7193,21-09-2019 13:00,7980.25,Debit,BestBuy,28267.59
15087,6697,21-09-2019 14:00,7190.86,Debit,Apple Store,14849.39
15088,5696,21-09-2019 15:00,6202.95,Credit,Walmart,12458.09
15089,7415,21-09-2019 16:00,2195.92,Debit,Starbucks,31300.32
15090,6616,21-09-2019 17:00,8700.64,Credit,BestBuy,38703.22
15091,6957,21-09-2019 18:00,5777.81,Credit,BestBuy,23921.46
15092,8102,21-09-2019 19:00,2122.98,Debit,Starbucks,2122.98
15093,6416,21-09-2019 20:00,7370.53,Credit,Netflix,15850.27
15094,7850,21-09-2019 21:00,321.58,Debit,Starbucks,9373.37
15095,9356,21-09-2019 22:00,2184.18,Debit,Netflix,25067.9
15096,5667,21-09-2019 23:00,2272.28,Credit,Apple Store,16433
15097,5887,22-09-2019 00:00,2920.17,Credit,Netflix,9377.88
15098,9905,22-09-2019 01:00,348.57,Debit,Amazon,6436.4
15099,7872,22-09-2019 02:00,8426.55,Credit,Starbucks,28784.71
15100,8813,22-09-2019 03:00,978.04,Credit,Starbucks,7809.14
15101,9946,22-09-2019 04:00,8292.83,Credit,Netflix,18226.17
15102,7495,22-09-2019 05:00,1806.78,Credit,Amazon,8148.46
15103,8707,22-09-2019 06:00,8410.58,Debit,Walmart,21049.76
15104,5216,22-09-2019 07:00,295.78,Credit,Amazon,29637.36
15105,9625,22-09-2019 08:00,7845.89,Credit,Apple Store,26066.93
15106,7164,22-09-2019 09:00,5330.33,Credit,Uber,12091.45
15107,7286,22-09-2019 10:00,2166.88,Credit,Starbucks,34180.19
15108,8673,22-09-2019 11:00,4067.86,Credit,Netflix,20623.42
15109,7988,22-09-2019 12:00,975.39,Credit,Amazon,12102.7
15110,8073,22-09-2019 13:00,1376.8,Debit,Netflix,4543.87
15111,7709,22-09-2019 14:00,3674.03,Credit,Starbucks,30493.24
15112,9859,22-09-2019 15:00,4127.19,Debit,Starbucks,18757.72
15113,7665,22-09-2019 16:00,7761.22,Credit,Apple Store,25676.56
15114,5289,22-09-2019 17:00,7564.17,Debit,Walmart,13982.45
15115,5162,22-09-2019 18:00,2404.94,Debit,Apple Store,11273.12
15116,9989,22-09-2019 19:00,1842.89,Credit,Netflix,33426.6
15117,6563,22-09-2019 20:00,1687.27,Debit,Starbucks,20519.63
15118,5011,22-09-2019 21:00,5909.3,Debit,Apple Store,7999.25
15119,9290,22-09-2019 22:00,5807.44,Debit,Starbucks,27955.06
15120,6289,22-09-2019 23:00,1053.77,Credit,Uber,14253.08
15121,5867,23-09-2019 00:00,3407.32,Credit,Target,16067.56
15122,6798,23-09-2019 01:00,8744.46,Debit,Amazon,24281.13
15123,9910,23-09-2019 02:00,9423.1,Debit,Starbucks,28462.53
15124,5752,23-09-2019 03:00,9719.38,Debit,Apple Store,17517.28
15125,8316,23-09-2019 04:00,6937.75,Credit,Walmart,34678.53
15126,8099,23-09-2019 05:00,382.01,Credit,Walmart,10297.76
15127,8275,23-09-2019 06:00,4854.32,Debit,Starbucks,11456.95
15128,7412,23-09-2019 07:00,2435.7,Debit,BestBuy,10144
15129,8108,23-09-2019 08:00,8880.23,Credit,Netflix,8880.23
15130,8837,23-09-2019 09:00,428.18,Credit,Walmart,34153.18
